stop_id,stop_code,stop_name,stop_lat,stop_lon,zone_id,alias,stop_area,stop_desc,lest_x,lest_y,zone_name
34191,6590016-1,Koidula,57.83691825,27.57529775,34191,,Värska vald,,6416230.0,712285.18,
34193,6590014-1,Orava,57.91980086,27.47337654,34193,Orava,Orava vald,,6425131.0,705761.25,
34194,6590004-1,Ilumetsa,57.96786114,27.410729800000002,34194,,Veriora vald,,6430286.5,701781.25,
34195,6590032-1,Veriora,58.00599855,27.35362375,34195,,Veriora alevik,,6434358.5,698193.37,
34196,6590022-1,Ruusa,58.04240567,27.27343312,34196,Ruusa,Räpina vald,,6438174.5,693260.25,
34197,6590002-1,Holvandi,58.05484169,27.19526736,34197,,Põlva vald,,6439335.5,688583.0,
34198,6590020-1,Põlva,58.07004322,27.09138683,34198,Põlva,Põlva linn,,6440739.5,682378.43,
34199,6590024-1,Taevaskoja,58.10125497,27.02850258,34199,,Vastse-Kuuste vald,,6444043.0,678514.18,
34200,6590006-1,Kiidjärve,58.12890467,26.993930699999996,34200,,Vastse-Kuuste vald,,6447028.0,676340.31,
34201,6590028-1,Valgemetsa,58.14813141,26.96744258,34201,,Vastse-Kuuste vald,,6449098.0,674686.5,
34202,6590030-1,Vastse-Kuuste,58.17358789,26.93226648,34202,,Vastse-Kuuste alevik,,6451839.5,672493.18,
34204,7890018-1,Rebase,58.23835124,26.8095778,34204,Rebase,Kambja vald,,6458737.44,664978.19,
34205,7890034-1,Vana-Kuuste,58.25499903,26.78403716,34205,,Kambja vald,,6460527.5,663402.37,
34206,7890020-1,Reola,58.27160941,26.77130534,34206,Reola; Reola raudteejaam,Haaslava vald,,6462345.0,662579.12,
34207,7890032-1,Uhti,58.28912821,26.72907071,34207,Uhti,Ülenurme vald,,6464193.0,660023.43,
34208,7890044-1,Ülenurme,58.30999658,26.72136474,34208,,Ülenurme vald,,6466497.0,659477.56,
34209,7890010-1,Kirsi,58.35737895,26.71524818,34209,,Tartu linn,,6471755.5,658905.75,TartuLinn
34210,7890026-1,Tartu,58.37379194,26.70613222,34210,Tartu,Tartu linn,,6473560.5,658298.81,TartuLinn
34214,7890012-1,Kärkna,58.45791692,26.65917563,34214,,Tartu vald,,6482813.0,655182.12,
34224,5990016-1,Rakke,58.99041051,26.24289154,34224,Rakke,Rakke alevik,,6541203.0,628916.0,
34225,5990008-1,Kiltsi,59.08777784,26.17656043,34225,,Kiltsi alevik,,6551917.5,624752.93,
34226,5990020-1,Tamsalu,59.16005481,26.11178528,34226,Tamsalu,Tamsalu linn,,6559846.0,620788.06,
34228,5990022-1,Tapa,59.26555886,25.9604547,34228,Tapa,Tapa linn,,6571331.0,611791.5,
34229,4490013-1,Narva,59.36877105,28.1981234,34229,Narva,Narva linn,,6588662.5,738549.31,
34233,4490023-1,Vaivara,59.37299119,27.76815718,34233,,Vaivara vald,,6587681.0,714118.18,
34234,4490015-1,Oru,59.37548895,27.58305786,34234,Oru,Oru linnaosa,,6587382.5,703595.68,
34235,4490006-1,Jõhvi,59.35575352,27.40110686,34235,Jõhvi,Jõhvi linn,,6584648.5,693377.43,
34238,4490008-1,Kiviõli,59.35292534,26.95582242,34238,Kiviõli,Kiviõli linn,,6583134.0,668091.31,
34239,4490021-1,Sonda,59.34941524,26.84196832,34239,,Sonda alevik,,6582463.5,661637.18,
